localidad,pollutant,year,HH,HL,LH,LL,NS
ANTONIO NARIÑO,CO,2010,0,0,0,3,0
ANTONIO NARIÑO,CO,2011,0,0,0,1,2
ANTONIO NARIÑO,CO,2012,0,0,0,1,2
ANTONIO NARIÑO,CO,2013,2,0,0,0,1
ANTONIO NARIÑO,CO,2014,0,0,0,0,3
ANTONIO NARIÑO,CO,2015,0,0,0,1,2
ANTONIO NARIÑO,CO,2016,0,0,0,2,1
ANTONIO NARIÑO,CO,2017,0,0,0,0,3
ANTONIO NARIÑO,CO,2018,2,0,0,0,1
ANTONIO NARIÑO,CO,2019,2,0,0,0,1
ANTONIO NARIÑO,CO,2020,2,0,0,0,1
ANTONIO NARIÑO,CO,2021,0,0,0,0,3
ANTONIO NARIÑO,CO,2022,2,0,0,0,1
ANTONIO NARIÑO,CO,2023,0,0,0,0,3
ANTONIO NARIÑO,CO,2024,0,0,0,0,3
ANTONIO NARIÑO,NO2,2010,2,0,0,0,1
ANTONIO NARIÑO,NO2,2013,2,0,0,0,1
ANTONIO NARIÑO,NO2,2014,2,0,0,0,1
ANTONIO NARIÑO,NO2,2015,0,0,0,1,2
ANTONIO NARIÑO,NO2,2016,2,0,0,0,1
ANTONIO NARIÑO,NO2,2017,3,0,0,0,0
ANTONIO NARIÑO,NO2,2018,2,0,0,0,1
ANTONIO NARIÑO,NO2,2019,0,0,0,1,2
ANTONIO NARIÑO,NO2,2020,0,0,0,0,3
ANTONIO NARIÑO,NO2,2021,0,0,0,0,3
ANTONIO NARIÑO,NO2,2022,0,0,0,0,3
ANTONIO NARIÑO,NO2,2023,0,0,0,0,3
ANTONIO NARIÑO,NO2,2024,0,0,0,0,3
ANTONIO NARIÑO,O3,2010,0,0,0,2,1
ANTONIO NARIÑO,O3,2011,0,0,0,3,0
ANTONIO NARIÑO,O3,2012,0,0,0,3,0
ANTONIO NARIÑO,O3,2013,0,0,0,2,1
ANTONIO NARIÑO,O3,2014,0,0,0,3,0
ANTONIO NARIÑO,O3,2015,0,0,0,2,1
ANTONIO NARIÑO,O3,2016,0,0,0,3,0
ANTONIO NARIÑO,O3,2017,0,0,0,0,3
ANTONIO NARIÑO,O3,2018,0,0,0,2,1
ANTONIO NARIÑO,O3,2019,0,0,0,3,0
ANTONIO NARIÑO,O3,2020,0,0,0,3,0
ANTONIO NARIÑO,O3,2021,0,0,0,0,3
ANTONIO NARIÑO,O3,2022,0,0,0,0,3
ANTONIO NARIÑO,O3,2023,0,0,0,0,3
ANTONIO NARIÑO,O3,2024,0,0,0,1,2
ANTONIO NARIÑO,PM10,2010,0,0,0,0,3
ANTONIO NARIÑO,PM10,2011,0,0,0,0,3
ANTONIO NARIÑO,PM10,2012,0,0,0,1,2
ANTONIO NARIÑO,PM10,2013,0,0,0,1,2
ANTONIO NARIÑO,PM10,2014,2,0,0,0,1
ANTONIO NARIÑO,PM10,2015,0,0,0,1,2
ANTONIO NARIÑO,PM10,2016,0,0,0,1,2
ANTONIO NARIÑO,PM10,2017,0,0,0,1,2
ANTONIO NARIÑO,PM10,2018,0,0,0,1,2
ANTONIO NARIÑO,PM10,2019,0,0,0,0,3
ANTONIO NARIÑO,PM10,2020,0,0,0,0,3
ANTONIO NARIÑO,PM10,2021,0,0,0,1,2
ANTONIO NARIÑO,PM10,2022,0,0,0,0,3
ANTONIO NARIÑO,PM10,2023,0,0,0,1,2
ANTONIO NARIÑO,PM10,2024,0,0,0,1,2
ANTONIO NARIÑO,PM2.5,2010,0,0,0,0,3
ANTONIO NARIÑO,PM2.5,2011,0,0,0,0,3
ANTONIO NARIÑO,PM2.5,2012,0,0,0,0,3
ANTONIO NARIÑO,PM2.5,2013,0,0,0,0,3
ANTONIO NARIÑO,PM2.5,2014,0,0,0,1,2
ANTONIO NARIÑO,PM2.5,2015,0,0,0,1,2
ANTONIO NARIÑO,PM2.5,2016,0,0,0,1,2
ANTONIO NARIÑO,PM2.5,2017,2,0,0,1,0
ANTONIO NARIÑO,PM2.5,2018,2,0,0,1,0
ANTONIO NARIÑO,PM2.5,2019,0,0,0,1,2
ANTONIO NARIÑO,PM2.5,2020,0,0,0,1,2
ANTONIO NARIÑO,PM2.5,2021,0,0,0,0,3
ANTONIO NARIÑO,PM2.5,2022,2,0,0,0,1
ANTONIO NARIÑO,PM2.5,2023,0,0,0,0,3
ANTONIO NARIÑO,PM2.5,2024,0,0,0,1,2
ANTONIO NARIÑO,SO2,2011,2,0,0,0,1
ANTONIO NARIÑO,SO2,2012,2,0,0,0,1
ANTONIO NARIÑO,SO2,2014,0,0,0,3,0
ANTONIO NARIÑO,SO2,2015,0,0,0,3,0
ANTONIO NARIÑO,SO2,2016,0,0,0,0,3
ANTONIO NARIÑO,SO2,2017,2,0,0,0,1
ANTONIO NARIÑO,SO2,2018,0,0,0,0,3
ANTONIO NARIÑO,SO2,2019,0,0,0,0,3
ANTONIO NARIÑO,SO2,2020,0,0,0,0,3
ANTONIO NARIÑO,SO2,2021,0,0,0,0,3
ANTONIO NARIÑO,SO2,2022,0,0,0,0,3
ANTONIO NARIÑO,SO2,2023,0,0,0,0,3
ANTONIO NARIÑO,SO2,2024,0,0,0,0,3
ANTONIO NARIÑO,eBC,2021,0,0,0,1,2
ANTONIO NARIÑO,eBC,2022,0,0,0,1,2
ANTONIO NARIÑO,eBC,2023,0,0,0,1,2
BARRIOS UNIDOS,CO,2010,0,0,0,0,25
BARRIOS UNIDOS,CO,2011,0,0,0,0,25
BARRIOS UNIDOS,CO,2012,0,0,0,25,0
BARRIOS UNIDOS,CO,2013,0,0,0,25,0
BARRIOS UNIDOS,CO,2014,0,0,0,25,0
BARRIOS UNIDOS,CO,2015,8,0,0,0,17
BARRIOS UNIDOS,CO,2016,8,0,0,3,14
BARRIOS UNIDOS,CO,2017,0,0,0,13,12
BARRIOS UNIDOS,CO,2018,0,0,0,2,23
BARRIOS UNIDOS,CO,2019,5,0,0,0,20
BARRIOS UNIDOS,CO,2020,0,0,0,25,0
BARRIOS UNIDOS,CO,2021,0,0,0,0,25
BARRIOS UNIDOS,CO,2022,2,0,0,0,23
BARRIOS UNIDOS,CO,2023,0,0,0,0,25
BARRIOS UNIDOS,CO,2024,0,0,0,0,25
BARRIOS UNIDOS,NO2,2010,3,0,0,0,22
BARRIOS UNIDOS,NO2,2013,0,0,0,25,0
BARRIOS UNIDOS,NO2,2014,0,0,0,0,25
BARRIOS UNIDOS,NO2,2015,2,0,0,0,23
BARRIOS UNIDOS,NO2,2016,1,0,0,10,14
BARRIOS UNIDOS,NO2,2017,25,0,0,0,0
BARRIOS UNIDOS,NO2,2018,0,0,0,25,0
BARRIOS UNIDOS,NO2,2019,0,0,0,23,2
BARRIOS UNIDOS,NO2,2020,0,0,0,23,2
BARRIOS UNIDOS,NO2,2021,0,0,0,14,11
BARRIOS UNIDOS,NO2,2022,0,0,0,15,10
BARRIOS UNIDOS,NO2,2023,0,0,0,20,5
BARRIOS UNIDOS,NO2,2024,0,0,0,16,9
BARRIOS UNIDOS,O3,2010,25,0,0,0,0
BARRIOS UNIDOS,O3,2011,19,0,0,0,6
BARRIOS UNIDOS,O3,2012,25,0,0,0,0
BARRIOS UNIDOS,O3,2013,0,0,0,0,25
BARRIOS UNIDOS,O3,2014,25,0,0,0,0
BARRIOS UNIDOS,O3,2015,4,0,0,2,19
BARRIOS UNIDOS,O3,2016,14,0,0,0,11
BARRIOS UNIDOS,O3,2017,0,0,0,0,25
BARRIOS UNIDOS,O3,2018,0,0,0,2,23
BARRIOS UNIDOS,O3,2019,19,0,0,0,6
BARRIOS UNIDOS,O3,2020,23,0,0,0,2
BARRIOS UNIDOS,O3,2021,0,0,0,1,24
BARRIOS UNIDOS,O3,2022,21,0,0,0,4
BARRIOS UNIDOS,O3,2023,25,0,0,0,0
BARRIOS UNIDOS,O3,2024,25,0,0,0,0
BARRIOS UNIDOS,PM10,2010,0,0,0,25,0
BARRIOS UNIDOS,PM10,2011,0,0,0,25,0
BARRIOS UNIDOS,PM10,2012,0,0,0,8,17
BARRIOS UNIDOS,PM10,2013,0,0,0,20,5
BARRIOS UNIDOS,PM10,2014,0,0,0,25,0
BARRIOS UNIDOS,PM10,2015,0,0,0,21,4
BARRIOS UNIDOS,PM10,2016,0,0,0,8,17
BARRIOS UNIDOS,PM10,2017,0,0,0,6,19
BARRIOS UNIDOS,PM10,2018,0,0,0,25,0
BARRIOS UNIDOS,PM10,2019,0,0,0,25,0
BARRIOS UNIDOS,PM10,2020,0,0,0,15,10
BARRIOS UNIDOS,PM10,2021,0,0,0,16,9
BARRIOS UNIDOS,PM10,2022,0,0,0,24,1
BARRIOS UNIDOS,PM10,2023,0,0,0,16,9
BARRIOS UNIDOS,PM10,2024,0,0,0,18,7
BARRIOS UNIDOS,PM2.5,2010,0,0,0,19,6
BARRIOS UNIDOS,PM2.5,2011,0,0,0,25,0
BARRIOS UNIDOS,PM2.5,2012,0,0,0,16,9
BARRIOS UNIDOS,PM2.5,2013,0,0,0,16,9
BARRIOS UNIDOS,PM2.5,2014,0,0,0,22,3
BARRIOS UNIDOS,PM2.5,2015,0,0,0,11,14
BARRIOS UNIDOS,PM2.5,2016,0,0,0,1,24
BARRIOS UNIDOS,PM2.5,2017,3,0,0,0,22
BARRIOS UNIDOS,PM2.5,2018,0,0,0,6,19
BARRIOS UNIDOS,PM2.5,2019,0,0,0,0,25
BARRIOS UNIDOS,PM2.5,2020,8,0,0,0,17
BARRIOS UNIDOS,PM2.5,2021,4,0,0,0,21
BARRIOS UNIDOS,PM2.5,2022,0,0,0,1,24
BARRIOS UNIDOS,PM2.5,2023,0,0,0,0,25
BARRIOS UNIDOS,PM2.5,2024,0,0,0,13,12
BARRIOS UNIDOS,SO2,2011,0,0,0,25,0
BARRIOS UNIDOS,SO2,2012,0,0,0,25,0
BARRIOS UNIDOS,SO2,2014,0,0,0,0,25
BARRIOS UNIDOS,SO2,2015,0,0,0,0,25
BARRIOS UNIDOS,SO2,2016,0,0,0,21,4
BARRIOS UNIDOS,SO2,2017,0,0,0,25,0
BARRIOS UNIDOS,SO2,2018,0,0,0,25,0
BARRIOS UNIDOS,SO2,2019,0,0,0,25,0
BARRIOS UNIDOS,SO2,2020,0,0,0,25,0
BARRIOS UNIDOS,SO2,2021,0,0,0,25,0
BARRIOS UNIDOS,SO2,2022,0,0,0,12,13
BARRIOS UNIDOS,SO2,2023,0,0,0,25,0
BARRIOS UNIDOS,SO2,2024,0,0,0,25,0
BARRIOS UNIDOS,eBC,2021,0,0,0,7,18
BARRIOS UNIDOS,eBC,2022,0,0,0,0,25
BARRIOS UNIDOS,eBC,2023,1,0,0,0,24
BOSA,CO,2010,9,0,0,0,1
BOSA,CO,2011,8,0,0,0,2
BOSA,CO,2012,7,0,0,0,3
BOSA,CO,2013,4,0,0,0,6
BOSA,CO,2014,9,0,0,0,1
BOSA,CO,2015,1,0,0,0,9
BOSA,CO,2016,0,0,0,1,9
BOSA,CO,2017,6,0,0,0,4
BOSA,CO,2018,1,0,0,0,9
BOSA,CO,2019,1,0,0,0,9
BOSA,CO,2020,6,0,0,0,4
BOSA,CO,2021,2,0,0,0,8
BOSA,CO,2022,0,0,0,0,10
BOSA,CO,2023,8,0,0,0,2
BOSA,CO,2024,8,0,0,0,2
BOSA,NO2,2010,1,0,0,0,9
BOSA,NO2,2013,3,0,0,0,7
BOSA,NO2,2014,0,0,0,0,10
BOSA,NO2,2015,9,0,0,0,1
BOSA,NO2,2016,1,0,0,0,9
BOSA,NO2,2017,0,0,0,10,0
BOSA,NO2,2018,6,0,0,0,4
BOSA,NO2,2019,10,0,0,0,0
BOSA,NO2,2020,8,0,0,0,2
BOSA,NO2,2021,8,0,0,0,2
BOSA,NO2,2022,2,0,0,0,8
BOSA,NO2,2023,2,0,0,0,8
BOSA,NO2,2024,2,0,0,0,8
BOSA,O3,2010,0,0,0,6,4
BOSA,O3,2011,0,0,0,0,10
BOSA,O3,2012,0,0,0,3,7
BOSA,O3,2013,0,0,0,1,9
BOSA,O3,2014,0,0,0,1,9
BOSA,O3,2015,0,0,0,0,10
BOSA,O3,2016,0,0,0,0,10
BOSA,O3,2017,0,0,0,9,1
BOSA,O3,2018,0,0,0,2,8
BOSA,O3,2019,0,0,0,0,10
BOSA,O3,2020,8,0,0,0,2
BOSA,O3,2021,8,0,0,0,2
BOSA,O3,2022,0,0,0,0,10
BOSA,O3,2023,5,0,0,0,5
BOSA,O3,2024,0,0,0,0,10
BOSA,PM10,2010,10,0,0,0,0
BOSA,PM10,2011,10,0,0,0,0
BOSA,PM10,2012,10,0,0,0,0
BOSA,PM10,2013,10,0,0,0,0
BOSA,PM10,2014,8,0,0,0,2
BOSA,PM10,2015,9,0,0,0,1
BOSA,PM10,2016,8,0,0,0,2
BOSA,PM10,2017,9,0,0,0,1
BOSA,PM10,2018,9,0,0,0,1
BOSA,PM10,2019,9,0,0,0,1
BOSA,PM10,2020,9,0,0,0,1
BOSA,PM10,2021,8,0,0,0,2
BOSA,PM10,2022,8,0,0,0,2
BOSA,PM10,2023,10,0,0,0,0
BOSA,PM10,2024,9,0,0,0,1
BOSA,PM2.5,2010,10,0,0,0,0
BOSA,PM2.5,2011,10,0,0,0,0
BOSA,PM2.5,2012,10,0,0,0,0
BOSA,PM2.5,2013,10,0,0,0,0
BOSA,PM2.5,2014,8,0,0,0,2
BOSA,PM2.5,2015,10,0,0,0,0
BOSA,PM2.5,2016,10,0,0,0,0
BOSA,PM2.5,2017,7,0,0,0,3
BOSA,PM2.5,2018,5,0,0,0,5
BOSA,PM2.5,2019,5,0,0,0,5
BOSA,PM2.5,2020,1,0,0,0,9
BOSA,PM2.5,2021,1,0,0,0,9
BOSA,PM2.5,2022,9,0,0,0,1
BOSA,PM2.5,2023,10,0,0,0,0
BOSA,PM2.5,2024,8,0,0,0,2
BOSA,SO2,2011,8,0,0,0,2
BOSA,SO2,2012,8,0,0,0,2
BOSA,SO2,2014,0,0,0,0,10
BOSA,SO2,2015,10,0,0,0,0
BOSA,SO2,2016,10,0,0,0,0
BOSA,SO2,2017,3,0,0,0,7
BOSA,SO2,2018,10,0,0,0,0
BOSA,SO2,2019,7,0,0,0,3
BOSA,SO2,2020,7,0,0,0,3
BOSA,SO2,2021,5,0,0,0,5
BOSA,SO2,2022,9,0,0,0,1
BOSA,SO2,2023,8,0,0,0,2
BOSA,SO2,2024,0,0,0,0,10
BOSA,eBC,2021,8,0,0,0,2
BOSA,eBC,2022,10,0,0,0,0
BOSA,eBC,2023,3,0,0,0,7
CHAPINERO,CO,2010,0,0,0,0,42
CHAPINERO,CO,2011,0,0,0,1,41
CHAPINERO,CO,2012,0,0,0,27,15
CHAPINERO,CO,2013,0,0,0,39,3
CHAPINERO,CO,2014,0,0,0,33,9
CHAPINERO,CO,2015,41,0,0,0,1
CHAPINERO,CO,2016,41,0,0,0,1
CHAPINERO,CO,2017,29,0,0,0,13
CHAPINERO,CO,2018,0,0,0,15,27
CHAPINERO,CO,2019,0,0,0,3,39
CHAPINERO,CO,2020,0,0,0,38,4
CHAPINERO,CO,2021,0,0,0,2,40
CHAPINERO,CO,2022,9,0,0,0,33
CHAPINERO,CO,2023,6,0,0,0,36
CHAPINERO,CO,2024,6,0,0,0,36
CHAPINERO,NO2,2010,2,0,0,1,39
CHAPINERO,NO2,2013,0,0,0,41,1
CHAPINERO,NO2,2014,0,0,0,2,40
CHAPINERO,NO2,2015,0,0,0,2,40
CHAPINERO,NO2,2016,0,0,0,42,0
CHAPINERO,NO2,2017,23,0,0,0,19
CHAPINERO,NO2,2018,0,0,0,25,17
CHAPINERO,NO2,2019,0,0,0,35,7
CHAPINERO,NO2,2020,0,0,0,34,8
CHAPINERO,NO2,2021,0,0,0,42,0
CHAPINERO,NO2,2022,0,0,0,31,11
CHAPINERO,NO2,2023,0,0,0,25,17
CHAPINERO,NO2,2024,0,0,0,29,13
CHAPINERO,O3,2010,30,0,0,0,12
CHAPINERO,O3,2011,23,0,0,0,19
CHAPINERO,O3,2012,37,0,0,0,5
CHAPINERO,O3,2013,0,0,0,0,42
CHAPINERO,O3,2014,27,0,0,0,15
CHAPINERO,O3,2015,6,0,0,23,13
CHAPINERO,O3,2016,3,0,0,21,18
CHAPINERO,O3,2017,16,0,0,0,26
CHAPINERO,O3,2018,0,0,0,0,42
CHAPINERO,O3,2019,42,0,0,0,0
CHAPINERO,O3,2020,33,0,0,0,9
CHAPINERO,O3,2021,0,0,0,0,42
CHAPINERO,O3,2022,27,0,0,0,15
CHAPINERO,O3,2023,40,0,0,0,2
CHAPINERO,O3,2024,32,0,0,0,10
CHAPINERO,PM10,2010,0,0,0,39,3
CHAPINERO,PM10,2011,0,0,0,40,2
CHAPINERO,PM10,2012,7,0,0,0,35
CHAPINERO,PM10,2013,0,0,0,4,38
CHAPINERO,PM10,2014,0,0,0,41,1
CHAPINERO,PM10,2015,0,0,0,6,36
CHAPINERO,PM10,2016,0,0,0,3,39
CHAPINERO,PM10,2017,0,0,0,3,39
CHAPINERO,PM10,2018,0,0,0,35,7
CHAPINERO,PM10,2019,0,0,0,39,3
CHAPINERO,PM10,2020,1,0,0,4,37
CHAPINERO,PM10,2021,0,0,0,4,38
CHAPINERO,PM10,2022,0,0,0,41,1
CHAPINERO,PM10,2023,0,0,0,41,1
CHAPINERO,PM10,2024,0,0,0,9,33
CHAPINERO,PM2.5,2010,0,0,0,24,18
CHAPINERO,PM2.5,2011,0,0,0,29,13
CHAPINERO,PM2.5,2012,9,0,0,4,29
CHAPINERO,PM2.5,2013,5,0,0,6,31
CHAPINERO,PM2.5,2014,0,0,0,38,4
CHAPINERO,PM2.5,2015,0,0,0,1,41
CHAPINERO,PM2.5,2016,0,0,0,0,42
CHAPINERO,PM2.5,2017,1,0,0,0,41
CHAPINERO,PM2.5,2018,0,0,0,22,20
CHAPINERO,PM2.5,2019,0,0,0,7,35
CHAPINERO,PM2.5,2020,6,0,0,0,36
CHAPINERO,PM2.5,2021,0,0,0,8,34
CHAPINERO,PM2.5,2022,0,0,0,38,4
CHAPINERO,PM2.5,2023,0,0,0,18,24
CHAPINERO,PM2.5,2024,0,0,0,12,30
CHAPINERO,SO2,2011,0,0,0,35,7
CHAPINERO,SO2,2012,0,0,0,30,12
CHAPINERO,SO2,2014,0,0,0,0,42
CHAPINERO,SO2,2015,0,0,0,0,42
CHAPINERO,SO2,2016,0,0,0,42,0
CHAPINERO,SO2,2017,0,0,0,40,2
CHAPINERO,SO2,2018,0,0,0,35,7
CHAPINERO,SO2,2019,0,0,0,41,1
CHAPINERO,SO2,2020,0,0,0,40,2
CHAPINERO,SO2,2021,0,0,0,38,4
CHAPINERO,SO2,2022,0,0,0,8,34
CHAPINERO,SO2,2023,0,0,0,39,3
CHAPINERO,SO2,2024,0,0,0,40,2
CHAPINERO,eBC,2021,0,0,0,17,25
CHAPINERO,eBC,2022,0,0,0,6,36
CHAPINERO,eBC,2023,0,0,0,0,42
CIUDAD BOLIVAR,CO,2010,21,0,0,2,26
CIUDAD BOLIVAR,CO,2011,23,0,0,1,25
CIUDAD BOLIVAR,CO,2012,38,0,0,0,11
CIUDAD BOLIVAR,CO,2013,43,0,0,0,6
CIUDAD BOLIVAR,CO,2014,23,0,0,0,26
CIUDAD BOLIVAR,CO,2015,15,0,0,2,32
CIUDAD BOLIVAR,CO,2016,0,0,0,36,13
CIUDAD BOLIVAR,CO,2017,19,0,0,1,29
CIUDAD BOLIVAR,CO,2018,43,0,0,0,6
CIUDAD BOLIVAR,CO,2019,27,0,0,0,22
CIUDAD BOLIVAR,CO,2020,37,0,0,0,12
CIUDAD BOLIVAR,CO,2021,10,0,0,6,33
CIUDAD BOLIVAR,CO,2022,18,0,0,6,25
CIUDAD BOLIVAR,CO,2023,7,0,0,5,37
CIUDAD BOLIVAR,CO,2024,1,0,0,19,29
CIUDAD BOLIVAR,NO2,2010,9,0,0,0,40
CIUDAD BOLIVAR,NO2,2013,4,0,0,0,45
CIUDAD BOLIVAR,NO2,2014,0,0,0,0,49
CIUDAD BOLIVAR,NO2,2015,17,0,0,4,28
CIUDAD BOLIVAR,NO2,2016,26,0,0,0,23
CIUDAD BOLIVAR,NO2,2017,3,0,0,5,41
CIUDAD BOLIVAR,NO2,2018,38,0,0,0,11
CIUDAD BOLIVAR,NO2,2019,14,0,0,7,28
CIUDAD BOLIVAR,NO2,2020,24,0,0,0,25
CIUDAD BOLIVAR,NO2,2021,9,0,0,0,40
CIUDAD BOLIVAR,NO2,2022,0,0,0,0,49
CIUDAD BOLIVAR,NO2,2023,0,0,0,24,25
CIUDAD BOLIVAR,NO2,2024,0,0,0,25,24
CIUDAD BOLIVAR,O3,2010,0,0,0,40,9
CIUDAD BOLIVAR,O3,2011,0,0,0,3,46
CIUDAD BOLIVAR,O3,2012,0,0,0,38,11
CIUDAD BOLIVAR,O3,2013,0,0,0,15,34
CIUDAD BOLIVAR,O3,2014,0,0,0,32,17
CIUDAD BOLIVAR,O3,2015,0,0,0,29,20
CIUDAD BOLIVAR,O3,2016,0,0,0,24,25
CIUDAD BOLIVAR,O3,2017,0,0,0,2,47
CIUDAD BOLIVAR,O3,2018,0,0,0,31,18
CIUDAD BOLIVAR,O3,2019,0,0,0,32,17
CIUDAD BOLIVAR,O3,2020,0,0,0,15,34
CIUDAD BOLIVAR,O3,2021,0,0,0,11,38
CIUDAD BOLIVAR,O3,2022,1,0,0,0,48
CIUDAD BOLIVAR,O3,2023,0,0,0,0,49
CIUDAD BOLIVAR,O3,2024,0,0,0,0,49
CIUDAD BOLIVAR,PM10,2010,24,0,0,0,25
CIUDAD BOLIVAR,PM10,2011,26,0,0,0,23
CIUDAD BOLIVAR,PM10,2012,23,0,0,0,26
CIUDAD BOLIVAR,PM10,2013,22,0,0,0,27
CIUDAD BOLIVAR,PM10,2014,40,0,0,0,9
CIUDAD BOLIVAR,PM10,2015,25,0,0,0,24
CIUDAD BOLIVAR,PM10,2016,31,0,0,0,18
CIUDAD BOLIVAR,PM10,2017,26,0,0,0,23
CIUDAD BOLIVAR,PM10,2018,28,0,0,0,21
CIUDAD BOLIVAR,PM10,2019,25,0,0,0,24
CIUDAD BOLIVAR,PM10,2020,34,0,0,0,15
CIUDAD BOLIVAR,PM10,2021,20,0,0,0,29
CIUDAD BOLIVAR,PM10,2022,42,0,0,0,7
CIUDAD BOLIVAR,PM10,2023,37,0,0,0,12
CIUDAD BOLIVAR,PM10,2024,20,0,0,0,29
CIUDAD BOLIVAR,PM2.5,2010,19,0,0,0,30
CIUDAD BOLIVAR,PM2.5,2011,22,0,0,0,27
CIUDAD BOLIVAR,PM2.5,2012,27,0,0,0,22
CIUDAD BOLIVAR,PM2.5,2013,26,0,0,0,23
CIUDAD BOLIVAR,PM2.5,2014,24,0,0,0,25
CIUDAD BOLIVAR,PM2.5,2015,34,0,0,0,15
CIUDAD BOLIVAR,PM2.5,2016,33,0,0,0,16
CIUDAD BOLIVAR,PM2.5,2017,16,0,0,2,31
CIUDAD BOLIVAR,PM2.5,2018,12,0,0,0,37
CIUDAD BOLIVAR,PM2.5,2019,7,0,0,3,39
CIUDAD BOLIVAR,PM2.5,2020,4,0,1,2,42
CIUDAD BOLIVAR,PM2.5,2021,4,0,1,3,41
CIUDAD BOLIVAR,PM2.5,2022,25,0,0,3,21
CIUDAD BOLIVAR,PM2.5,2023,22,0,0,3,24
CIUDAD BOLIVAR,PM2.5,2024,14,0,0,2,33
CIUDAD BOLIVAR,SO2,2011,43,0,0,0,6
CIUDAD BOLIVAR,SO2,2012,43,0,0,0,6
CIUDAD BOLIVAR,SO2,2014,0,0,0,1,48
CIUDAD BOLIVAR,SO2,2015,8,0,0,1,40
CIUDAD BOLIVAR,SO2,2016,20,0,0,0,29
CIUDAD BOLIVAR,SO2,2017,43,0,0,0,6
CIUDAD BOLIVAR,SO2,2018,27,0,0,0,22
CIUDAD BOLIVAR,SO2,2019,25,0,0,0,24
CIUDAD BOLIVAR,SO2,2020,36,0,0,0,13
CIUDAD BOLIVAR,SO2,2021,48,0,0,0,1
CIUDAD BOLIVAR,SO2,2022,49,0,0,0,0
CIUDAD BOLIVAR,SO2,2023,49,0,0,0,0
CIUDAD BOLIVAR,SO2,2024,31,0,0,0,18
CIUDAD BOLIVAR,eBC,2021,37,0,0,0,12
CIUDAD BOLIVAR,eBC,2022,35,0,0,0,14
CIUDAD BOLIVAR,eBC,2023,0,0,0,22,27
ENGATIVA,CO,2010,0,0,0,3,49
ENGATIVA,CO,2011,0,0,0,0,52
ENGATIVA,CO,2012,0,0,0,12,40
ENGATIVA,CO,2013,0,0,0,42,10
ENGATIVA,CO,2014,0,0,0,35,17
ENGATIVA,CO,2015,0,0,0,15,37
ENGATIVA,CO,2016,0,0,0,27,25
ENGATIVA,CO,2017,0,0,0,47,5
ENGATIVA,CO,2018,0,0,0,6,46
ENGATIVA,CO,2019,0,0,0,36,16
ENGATIVA,CO,2020,0,0,0,17,35
ENGATIVA,CO,2021,0,0,0,11,41
ENGATIVA,CO,2022,7,0,0,6,39
ENGATIVA,CO,2023,5,0,0,11,36
ENGATIVA,CO,2024,0,0,0,11,41
ENGATIVA,NO2,2010,3,0,0,26,23
ENGATIVA,NO2,2013,1,0,0,25,26
ENGATIVA,NO2,2014,5,0,0,6,41
ENGATIVA,NO2,2015,17,0,0,0,35
ENGATIVA,NO2,2016,26,0,0,0,26
ENGATIVA,NO2,2017,6,0,0,0,46
ENGATIVA,NO2,2018,0,0,0,25,27
ENGATIVA,NO2,2019,14,0,0,1,37
ENGATIVA,NO2,2020,0,0,0,1,51
ENGATIVA,NO2,2021,43,0,0,0,9
ENGATIVA,NO2,2022,16,0,0,0,36
ENGATIVA,NO2,2023,13,0,0,0,39
ENGATIVA,NO2,2024,24,0,0,0,28
ENGATIVA,O3,2010,20,0,0,0,32
ENGATIVA,O3,2011,38,0,0,0,14
ENGATIVA,O3,2012,47,0,0,0,5
ENGATIVA,O3,2013,24,0,0,3,25
ENGATIVA,O3,2014,26,0,0,0,26
ENGATIVA,O3,2015,7,0,0,0,45
ENGATIVA,O3,2016,49,0,0,0,3
ENGATIVA,O3,2017,1,0,0,0,51
ENGATIVA,O3,2018,11,0,0,3,38
ENGATIVA,O3,2019,0,0,0,0,52
ENGATIVA,O3,2020,12,0,0,0,40
ENGATIVA,O3,2021,3,0,0,7,42
ENGATIVA,O3,2022,29,0,0,2,21
ENGATIVA,O3,2023,3,0,0,22,27
ENGATIVA,O3,2024,23,0,0,11,18
ENGATIVA,PM10,2010,0,0,0,18,34
ENGATIVA,PM10,2011,0,0,0,11,41
ENGATIVA,PM10,2012,0,0,0,8,44
ENGATIVA,PM10,2013,0,0,0,29,23
ENGATIVA,PM10,2014,0,0,0,29,23
ENGATIVA,PM10,2015,0,0,0,6,46
ENGATIVA,PM10,2016,0,0,0,3,49
ENGATIVA,PM10,2017,0,0,0,5,47
ENGATIVA,PM10,2018,0,0,0,7,45
ENGATIVA,PM10,2019,0,0,0,4,48
ENGATIVA,PM10,2020,0,0,0,28,24
ENGATIVA,PM10,2021,0,0,0,20,32
ENGATIVA,PM10,2022,2,0,0,2,48
ENGATIVA,PM10,2023,1,0,0,0,51
ENGATIVA,PM10,2024,0,0,0,13,39
ENGATIVA,PM2.5,2010,0,0,0,20,32
ENGATIVA,PM2.5,2011,0,0,0,30,22
ENGATIVA,PM2.5,2012,0,0,0,31,21
ENGATIVA,PM2.5,2013,0,0,0,39,13
ENGATIVA,PM2.5,2014,0,0,0,8,44
ENGATIVA,PM2.5,2015,0,0,0,17,35
ENGATIVA,PM2.5,2016,0,0,0,12,40
ENGATIVA,PM2.5,2017,1,0,0,4,47
ENGATIVA,PM2.5,2018,0,0,0,3,49
ENGATIVA,PM2.5,2019,0,0,0,0,52
