SETU_CCNCT,pollutant,localidad,HH_years_count,years_as_HH,total_population,children_0_9,older_adults_60_plus,IPM_PROMEDIO,ESTRATO_MAYORITARIO
110011000000004545,O3,KENNEDY,3,2020;2021;2023,47240,6789,3773,0.1095670995670996,2
110011000000004547,O3,KENNEDY,3,2020;2021;2023,41828,6330,3469,0.1167054263565891,2
110011000000004551,O3,KENNEDY,3,2020;2021;2023,15761,1663,1150,0.057,2
110011000000004552,O3,KENNEDY,3,2020;2021;2023,25173,2704,2298,0.0415,2
110011000000004553,O3,KENNEDY,3,2020;2021;2024,21790,2830,1880,0.0630434782608695,2
110011000000004555,O3,KENNEDY,3,2020;2021;2023,15904,2578,814,0.045,2
110011000000004556,O3,KENNEDY,3,2020;2021;2024,13725,1964,1045,0.0366666666666666,2
110011000000004557,O3,FONTIBON,3,2020;2021;2024,10349,1169,869,0.0553846153846153,2
110011000000004558,O3,KENNEDY,3,2020;2021;2024,3781,494,262,0.1847058823529412,2
110011000000004559,O3,KENNEDY,3,2020;2021;2023,0,0,0,0.86,1
110011000000005626,O3,ENGATIVA,3,2012;2016;2022,10105,973,1463,0.0582758620689655,3
110011000000005631,O3,ENGATIVA,3,2013;2016;2018,47623,6583,3933,0.1131282051282051,2
110011000000006312,O3,FONTIBON,3,2020;2022;2024,18118,1391,3732,0.0299145299145299,4
110011000000006416,O3,FONTIBON,3,2020;2021;2022,3633,553,270,0.1392592592592592,2
110011000000006418,O3,FONTIBON,3,2020;2021;2022,11,1,2,0.545,3
110011000000008101,O3,SANTA FE,3,2017;2019;2023,1484,63,271,0.090625,3
110011000000008102,O3,SANTA FE,3,2017;2019;2023,16,3,2,0.2366666666666667,2
110011000000008209,O3,CHAPINERO,3,2017;2019;2023,4678,628,378,0.153695652173913,1
110011000000008210,O3,CHAPINERO,3,2017;2019;2023,1098,55,127,0.0225,4
110011000000003101,O3,SANTA FE,2,2017;2019,4282,481,520,0.2051851851851852,3
110011000000003102,O3,SANTA FE,2,2017;2019,5951,369,992,0.11,3
110011000000004524,O3,BOSA,2,2020;2021,8335,1091,1186,0.1175438596491228,2
110011000000004527,O3,BOSA,2,2020;2021,49500,6799,5367,0.11788,2
110011000000004544,O3,KENNEDY,2,2020;2021,42576,5374,3694,0.0726530612244897,3
110011000000004548,O3,BOSA,2,2020;2021,74503,9528,5108,0.0912269938650306,2
110011000000005107,O3,TEUSAQUILLO,2,2017;2019,2382,151,522,0.0464,4
110011000000005109,O3,TEUSAQUILLO,2,2012;2020,99,2,19,0.03,3
110011000000006101,O3,LOS MARTIRES,2,2017;2019,1180,90,209,0.0308333333333333,3
110011000000006102,O3,SANTA FE,2,2017;2019,164,18,26,0.06,3
110011000000006103,O3,SANTA FE,2,2017;2019,7592,874,958,0.1019354838709677,3
110011000000006108,O3,LOS MARTIRES,2,2017;2019,6715,542,1469,0.0658620689655172,4
110011000000006301,O3,ENGATIVA,2,2022;2024,8990,684,1773,0.0491428571428571,4
110011000000006302,O3,FONTIBON,2,2022;2024,8690,973,1304,0.0560526315789473,4
110011000000006308,O3,FONTIBON,2,2022;2024,19851,2371,2081,0.1269230769230769,4
110011000000006419,O3,FONTIBON,2,2021;2022,2354,313,174,0.3242857142857143,2
110011000000006505,O3,KENNEDY,2,2020;2021,11596,1087,1800,0.0576,3
110011000000006507,O3,FONTIBON,2,2021;2024,42697,5582,4109,0.0957788944723618,3
110011000000006508,O3,KENNEDY,2,2020;2021,1725,202,269,0.1129411764705882,3
110011000000007103,O3,SANTA FE,2,2017;2019,977,57,202,0.0733333333333333,4
110011000000007104,O3,SANTA FE,2,2017;2019,2632,202,384,0.0720833333333333,4
110011000000007105,O3,SANTA FE,2,2017;2019,2111,151,384,0.0385,4
110011000000007106,O3,LOS MARTIRES,2,2017;2019,1189,85,202,0.0792307692307692,3
110011000000007107,O3,TEUSAQUILLO,2,2017;2019,1760,93,467,0.05,4
110011000000008103,O3,SANTA FE,2,2017;2019,397,28,66,0.06625,3
110011000000008104,O3,SANTA FE,2,2017;2019,4620,449,885,0.0802439024390243,2
110011000000008105,O3,SANTA FE,2,2017;2019,3183,187,512,0.027391304347826,4
110011000000008106,O3,SANTA FE,2,2017;2019,1701,174,263,0.2441379310344828,4
110011000000008107,O3,SANTA FE,2,2017;2019,2038,182,375,0.112,4
110011000000008108,O3,SANTA FE,2,2017;2019,4914,370,558,0.0485714285714285,4
110011000000008109,O3,SANTA FE,2,2017;2019,890,85,158,0.2016666666666667,3
110011000000009221,O3,SUBA,2,2013;2018,15794,2704,906,0.1683098591549296,2
110011000000002106,O3,PUENTE ARANDA,1,2023,306,27,69,0.26,3
110011000000002107,O3,LOS MARTIRES,1,2023,4842,445,982,0.0566101694915254,3
110011000000002421,O3,CIUDAD BOLIVAR,1,2022,52457,6741,5162,0.1028636363636364,2
110011000000004209,O3,PUENTE ARANDA,1,2023,4617,476,814,0.0554545454545454,3
110011000000004518,O3,KENNEDY,1,2023,39111,4275,4837,0.060390243902439,3
110011000000004523,O3,KENNEDY,1,2023,23135,2893,3249,0.0845454545454545,2
110011000000004530,O3,KENNEDY,1,2023,10696,1079,2109,0.0648214285714285,3
110011000000004531,O3,KENNEDY,1,2021,5161,386,1198,0.029375,4
110011000000005639,O3,ENGATIVA,1,2013,24,5,1,0.0,2
110011000000006104,O3,SANTA FE,1,2019,4617,596,506,0.2218181818181818,2
110011000000006202,O3,PUENTE ARANDA,1,2019,4664,351,938,0.0283333333333333,4
110011000000006504,O3,KENNEDY,1,2021,21842,1835,4079,0.0402312138728323,3
110011000000006506,O3,KENNEDY,1,2021,14517,1367,2349,0.0316883116883116,3
110011000000008215,O3,CHAPINERO,1,2019,3525,475,288,0.1397058823529412,1
110011000000002402,PM10,TUNJUELITO,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,21065,2519,2849,0.1068817204301075,2
110011000000002403,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,8518,910,1235,0.072391304347826,3
110011000000002404,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,11221,1268,1570,0.0975384615384615,3
110011000000002405,PM10,PUENTE ARANDA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,6648,636,1117,0.045,3
110011000000002408,PM10,TUNJUELITO,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,14104,1730,1946,0.1092857142857143,2
110011000000002409,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,23618,3103,3085,0.0788590604026845,2
110011000000002410,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,17722,1836,2282,0.037471264367816,3
110011000000002413,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,2416,261,333,0.116875,2
110011000000002414,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,44663,6200,4361,0.1262333333333333,2
110011000000002415,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,16136,2568,786,0.0416666666666666,3
110011000000002416,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,26293,4036,2859,0.1422596153846154,1
110011000000002417,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,25361,4185,2391,0.1430898876404494,1
110011000000002418,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,18272,3025,1692,0.2278651685393259,1
110011000000002419,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,13665,1590,2041,0.0762903225806451,2
110011000000002420,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,17900,2577,1814,0.1313736263736264,1
110011000000002421,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,52457,6741,5162,0.1028636363636364,2
110011000000002422,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,11139,1816,720,0.2281578947368421,1
110011000000002423,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,8607,1459,571,0.2298,1
110011000000002424,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,3809,672,277,0.1942553191489362,1
110011000000002515,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,12259,1757,1485,0.132948717948718,2
110011000000002518,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,21745,2571,2013,0.098440366972477,2
110011000000002536,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,14632,1827,2260,0.0671794871794871,2
110011000000002565,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,20436,2986,1795,0.1484897959183674,1
110011000000002566,PM10,CIUDAD BOLIVAR,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10181,1333,1268,0.1019230769230769,2
110011000000004409,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,7598,731,1306,0.0695918367346938,3
110011000000004410,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,23667,2953,3164,0.0962328767123287,2
110011000000004411,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,15530,1937,1965,0.1190588235294118,3
110011000000004501,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10119,873,1973,0.0504878048780487,3
110011000000004502,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,36328,4273,4437,0.0864566929133858,3
110011000000004504,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,17133,1990,2608,0.0919469026548672,3
110011000000004505,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,17519,1762,2882,0.0658947368421052,3
110011000000004506,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10339,1097,1686,0.0763095238095238,3
110011000000004507,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,11906,1296,1954,0.0593827160493827,3
110011000000004508,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10552,1180,1618,0.0877966101694915,3
110011000000004509,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,16993,1536,3461,0.0370408163265306,3
110011000000004510,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,13155,1330,2504,0.085531914893617,3
110011000000004511,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,11010,1148,2159,0.0720238095238095,3
110011000000004512,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,7931,758,1542,0.07,3
110011000000004513,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,5666,898,498,0.2665217391304348,2
110011000000004514,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,14929,1517,2810,0.0771212121212121,3
110011000000004515,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,27037,3719,3374,0.0926347305389221,2
110011000000004516,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,20149,3032,1628,0.1336296296296296,2
110011000000004517,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,46396,6213,5415,0.0937024221453287,2
110011000000004518,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,39111,4275,4837,0.060390243902439,3
110011000000004519,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,44255,6758,3654,0.137172131147541,2
110011000000004520,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,12112,1792,1173,0.1333783783783784,2
110011000000004521,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,32514,4165,4258,0.0936315789473684,2
110011000000004522,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,18434,2520,2016,0.1008666666666667,2
110011000000004523,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,23135,2893,3249,0.0845454545454545,2
110011000000004524,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,8335,1091,1186,0.1175438596491228,2
110011000000004525,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,28724,4072,3324,0.1241242937853107,2
110011000000004526,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,120881,19121,8581,0.1795265423242468,2
110011000000004527,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,49500,6799,5367,0.11788,2
110011000000004528,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,69311,10697,6677,0.1554084507042253,2
110011000000004529,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,14239,1633,2147,0.0675,2
110011000000004530,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10696,1079,2109,0.0648214285714285,3
110011000000004531,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,5161,386,1198,0.029375,4
110011000000004532,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,26015,2987,4227,0.0826506024096385,3
110011000000004533,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,30378,3463,4725,0.0833898305084745,3
110011000000004534,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,35431,5158,3640,0.1330917874396135,2
110011000000004535,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,11270,1609,1241,0.11,2
110011000000004536,PM10,BOSA,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,13037,1760,1809,0.1135106382978723,2
110011000000004537,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,12419,1214,2134,0.054625,3
110011000000004538,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,24532,4026,1748,0.1686111111111111,2
110011000000004539,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,22919,3280,1989,0.0951937984496124,2
110011000000004540,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,4807,492,779,0.0486,2
110011000000004541,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,38115,6231,2696,0.1609545454545455,2
110011000000004542,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,34986,5780,2509,0.1610041841004184,2
110011000000004543,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,102780,14932,6603,0.1495774647887324,2
110011000000004544,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,42576,5374,3694,0.0726530612244897,3
110011000000004545,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,47240,6789,3773,0.1095670995670996,2
110011000000004547,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,41828,6330,3469,0.1167054263565891,2
110011000000004550,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,36135,5075,2474,0.1327777777777778,2
110011000000004551,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,15761,1663,1150,0.057,2
110011000000004552,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,25173,2704,2298,0.0415,2
110011000000006502,PM10,FONTIBON,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,15469,1434,2702,0.0463095238095238,3
110011000000006504,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,21842,1835,4079,0.0402312138728323,3
110011000000006505,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,11596,1087,1800,0.0576,3
110011000000006506,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,14517,1367,2349,0.0316883116883116,3
110011000000006508,PM10,KENNEDY,15,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,1725,202,269,0.1129411764705882,3
110011000000002407,PM10,TUNJUELITO,14,2010;2011;2012;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,9389,1243,1218,0.104468085106383,2
110011000000002411,PM10,CIUDAD BOLIVAR,14,2010;2011;2012;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,13419,1318,1725,0.031875,3
110011000000002425,PM10,CIUDAD BOLIVAR,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2022;2023;2024,11545,2134,668,0.3534579439252337,1
110011000000004401,PM10,PUENTE ARANDA,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,10933,1029,1791,0.0479797979797979,3
110011000000004405,PM10,PUENTE ARANDA,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,4453,471,780,0.0454430379746835,3
110011000000004406,PM10,PUENTE ARANDA,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,3434,334,613,0.0722033898305084,3
110011000000004407,PM10,PUENTE ARANDA,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,9579,1116,1409,0.0795238095238095,3
110011000000004408,PM10,KENNEDY,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,4933,496,758,0.0572222222222222,3
110011000000004416,PM10,PUENTE ARANDA,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,5377,465,911,0.0414705882352941,3
110011000000004503,PM10,KENNEDY,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2024,16540,1475,3162,0.0465765765765765,3
110011000000004553,PM10,KENNEDY,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,21790,2830,1880,0.0630434782608695,2
110011000000004555,PM10,KENNEDY,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,15904,2578,814,0.045,2
110011000000004556,PM10,KENNEDY,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,13725,1964,1045,0.0366666666666666,2
110011000000004557,PM10,FONTIBON,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,10349,1169,869,0.0553846153846153,2
110011000000004559,PM10,KENNEDY,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,0,0,0,0.86,1
110011000000006507,PM10,FONTIBON,14,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,42697,5582,4109,0.0957788944723618,3
110011000000002406,PM10,RAFAEL URIBE URIBE,13,2010;2011;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,13647,1692,1747,0.107258064516129,2
110011000000002428,PM10,CIUDAD BOLIVAR,13,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2022;2023,179,32,9,0.42,1
110011000000002513,PM10,CIUDAD BOLIVAR,13,2010;2011;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,12154,1680,1364,0.1041509433962264,2
110011000000002563,PM10,CIUDAD BOLIVAR,13,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2022;2023,12726,1912,1542,0.1675,1
110011000000002575,PM10,CIUDAD BOLIVAR,13,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2022;2023,1167,299,35,0.2333333333333334,1
110011000000004304,PM10,KENNEDY,13,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,22699,2490,3319,0.0863829787234042,3
110011000000004404,PM10,PUENTE ARANDA,13,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2024,3998,394,662,0.0621739130434782,3
110011000000004546,PM10,FONTIBON,13,2010;2011;2012;2013;2015;2016;2017;2018;2019;2021;2022;2023;2024,547,103,29,0.2611764705882353,1
110011000000004558,PM10,KENNEDY,13,2010;2011;2012;2013;2015;2016;2017;2018;2019;2021;2022;2023;2024,3781,494,262,0.1847058823529412,2
110011000000002426,PM10,CIUDAD BOLIVAR,12,2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2023,117,19,6,0.1,1
110011000000002309,PM10,PUENTE ARANDA,11,2010;2011;2014;2015;2016;2017;2018;2019;2020;2021;2024,4241,342,863,0.02,3
110011000000006415,PM10,FONTIBON,11,2010;2011;2012;2015;2017;2018;2019;2021;2022;2023;2024,24371,2977,2235,0.0951162790697674,2
110011000000006501,PM10,FONTIBON,11,2011;2014;2015;2016;2017;2018;2019;2021;2022;2023;2024,20980,2566,2391,0.024,4
110011000000002560,PM10,CIUDAD BOLIVAR,10,2011;2014;2015;2016;2017;2018;2019;2020;2022;2023,12394,2103,1337,0.202,1
110011000000004403,PM10,PUENTE ARANDA,10,2010;2011;2014;2015;2016;2017;2018;2019;2020;2021,13776,1175,2577,0.0250537634408602,3
110011000000004549,PM10,BOSA,10,2010;2011;2012;2013;2015;2017;2018;2019;2020;2023,17090,2346,1245,0.1531578947368421,2
110011000000004309,PM10,PUENTE ARANDA,9,2010;2011;2014;2015;2016;2017;2018;2019;2020,8108,798,1486,0.0667441860465116,3
110011000000004412,PM10,PUENTE ARANDA,9,2010;2011;2014;2015;2016;2017;2018;2019;2020,9506,857,1646,0.0259183673469387,3
110011000000002558,PM10,CIUDAD BOLIVAR,8,2011;2014;2016;2017;2018;2020;2022;2023,20304,3216,2085,0.1855851063829787,1
110011000000006509,PM10,FONTIBON,8,2011;2014;2015;2016;2017;2018;2019;2022,115,12,7,0.2514285714285714,3
110011000000002521,PM10,CIUDAD BOLIVAR,7,2014;2016;2018;2020;2021;2022;2023,17606,2832,1903,0.1530555555555556,1
110011000000004305,PM10,KENNEDY,7,2011;2014;2015;2016;2017;2018;2019,4171,461,599,0.0653333333333333,3
110011000000004306,PM10,PUENTE ARANDA,7,2011;2014;2015;2016;2017;2018;2019,3885,427,550,0.0479166666666666,3
110011000000006406,PM10,FONTIBON,7,2011;2017;2019;2021;2022;2023;2024,32552,3313,4372,0.0775384615384615,4
110011000000002401,PM10,RAFAEL URIBE URIBE,6,2014;2016;2020;2021;2022;2023,9571,929,1659,0.0512,3
110011000000002559,PM10,CIUDAD BOLIVAR,6,2014;2016;2018;2020;2022;2023,11486,1893,1286,0.2052991452991453,1
110011000000004303,PM10,PUENTE ARANDA,6,2011;2014;2015;2016;2018;2019,5146,558,827,0.0345833333333333,3
110011000000004548,PM10,BOSA,6,2010;2011;2012;2013;2023;2024,74503,9528,5108,0.0912269938650306,2
110011000000006407,PM10,FONTIBON,6,2011;2019;2021;2022;2023;2024,8257,901,1127,0.0617948717948718,3
110011000000002308,PM10,RAFAEL URIBE URIBE,5,2014;2016;2020;2021;2022,9583,1105,1508,0.0929545454545454,3
110011000000002509,PM10,CIUDAD BOLIVAR,5,2014;2016;2020;2022;2023,6087,822,782,0.1463636363636364,2
110011000000002530,PM10,CIUDAD BOLIVAR,5,2014;2016;2020;2022;2023,13694,2682,1070,0.3673519163763067,1
110011000000002561,PM10,CIUDAD BOLIVAR,5,2014;2016;2020;2022;2023,23736,4493,1634,0.3322054380664652,1
110011000000004308,PM10,PUENTE ARANDA,5,2014;2015;2016;2018;2019,8218,843,1463,0.04,3
110011000000006408,PM10,FONTIBON,5,2019;2021;2022;2023;2024,9989,1169,1501,0.0794736842105263,3
110011000000006409,PM10,FONTIBON,5,2019;2021;2022;2023;2024,18486,2279,2581,0.0850485436893203,3
110011000000002306,PM10,RAFAEL URIBE URIBE,4,2014;2016;2020;2022,3838,486,536,0.0908333333333333,3
110011000000002307,PM10,RAFAEL URIBE URIBE,4,2014;2016;2020;2022,12133,1429,1868,0.1188135593220339,3
110011000000002514,PM10,CIUDAD BOLIVAR,4,2014;2020;2022;2023,5945,973,486,0.158,1
110011000000002519,PM10,CIUDAD BOLIVAR,4,2014;2020;2022;2023,24800,3843,2688,0.1610204081632653,1
110011000000004301,PM10,PUENTE ARANDA,4,2014;2015;2016;2019,266,22,39,0.175,3
110011000000004307,PM10,PUENTE ARANDA,4,2014;2015;2016;2019,4756,482,756,0.0572727272727272,3
110011000000006308,PM10,FONTIBON,4,2021;2022;2023;2024,19851,2371,2081,0.1269230769230769,4
110011000000006410,PM10,FONTIBON,4,2021;2022;2023;2024,9262,1008,1547,0.1010294117647059,3
110011000000006411,PM10,FONTIBON,4,2021;2022;2023;2024,10663,1059,918,0.0557142857142857,2
