SETU_CCNCT,pollutant,localidad,HH_years_count,years_as_HH,total_population,children_0_9,older_adults_60_plus,IPM_PROMEDIO,ESTRATO_MAYORITARIO
110011000000008203,CO,CHAPINERO,3,2015;2016;2017,1928,184,333,0.0554545454545454,6
110011000000008204,CO,CHAPINERO,3,2015;2016;2017,5919,404,995,0.0210714285714285,4
110011000000008205,CO,CHAPINERO,3,2015;2016;2017,10900,1091,1052,0.1350649350649351,4
110011000000008206,CO,CHAPINERO,3,2015;2016;2017,3046,150,471,0.1045454545454545,4
110011000000008214,CO,CHAPINERO,3,2015;2016;2017,4240,190,757,0.0999999999999999,4
110011000000008215,CO,CHAPINERO,3,2015;2016;2017,3525,475,288,0.1397058823529412,1
110011000000008216,CO,CHAPINERO,3,2015;2016;2017,1092,107,154,0.0506666666666666,5
110011000000008303,CO,CHAPINERO,3,2015;2016;2017,3158,252,700,0.0314814814814814,6
110011000000008304,CO,CHAPINERO,3,2015;2016;2017,6378,551,1466,0.016,6
110011000000008305,CO,CHAPINERO,3,2015;2016;2017,6963,613,1590,0.0275862068965517,6
110011000000008306,CO,CHAPINERO,3,2015;2016;2017,2367,187,492,0.079090909090909,4
110011000000008310,CO,CHAPINERO,3,2015;2016;2017,1278,115,376,0.0066666666666666,6
110011000000008311,CO,CHAPINERO,3,2015;2016;2017,4899,405,1364,0.0323809523809523,6
110011000000008312,CO,CHAPINERO,3,2015;2016;2017,1007,63,267,0.0427777777777777,5
110011000000008313,CO,CHAPINERO,3,2015;2016;2017,1747,115,274,0.145,5
110011000000001204,CO,SAN CRISTOBAL,2,2013;2018,10811,1022,2055,0.0451898734177215,3
110011000000001205,CO,SAN CRISTOBAL,2,2013;2018,2805,266,526,0.0526923076923077,3
110011000000001332,CO,SAN CRISTOBAL,2,2013;2018,14319,1907,1854,0.147421875,2
110011000000001401,CO,RAFAEL URIBE URIBE,2,2013;2018,10730,1171,1689,0.0692592592592592,3
110011000000001404,CO,SAN CRISTOBAL,2,2013;2018,7969,729,1433,0.0519148936170212,3
110011000000001405,CO,SAN CRISTOBAL,2,2013;2018,9993,1064,1610,0.0846153846153846,3
110011000000001406,CO,SAN CRISTOBAL,2,2013;2018,7842,770,1127,0.0768965517241379,2
110011000000001410,CO,SAN CRISTOBAL,2,2013;2018,8834,1103,1283,0.1153571428571429,3
110011000000002102,CO,LOS MARTIRES,2,2013;2018,10640,1037,1901,0.0674647887323943,3
110011000000002103,CO,RAFAEL URIBE URIBE,2,2013;2018,4987,512,835,0.075,3
110011000000002303,CO,RAFAEL URIBE URIBE,2,2013;2018,3551,398,608,0.0652941176470588,3
110011000000002506,CO,RAFAEL URIBE URIBE,2,2013;2018,8366,1014,1169,0.08,2
110011000000002507,CO,RAFAEL URIBE URIBE,2,2013;2018,4588,607,599,0.1075609756097561,2
110011000000002511,CO,RAFAEL URIBE URIBE,2,2013;2018,1706,303,125,0.1772,1
110011000000002522,CO,CIUDAD BOLIVAR,2,2013;2018,0,0,0,0.0,1
110011000000002525,CO,CIUDAD BOLIVAR,2,2013;2018,8716,1482,818,0.2580597014925373,1
110011000000002526,CO,USME,2,2013;2018,21702,3498,2110,0.1989385474860335,1
110011000000002533,CO,CIUDAD BOLIVAR,2,2013;2018,14973,1901,2125,0.0949484536082474,2
110011000000002535,CO,SAN CRISTOBAL,2,2013;2018,36436,4702,4173,0.1391519434628975,2
110011000000002568,CO,RAFAEL URIBE URIBE,2,2013;2018,18282,2658,1810,0.1264827586206897,2
110011000000002573,CO,CIUDAD BOLIVAR,2,2013;2018,3633,582,222,0.2251111111111111,1
110011000000004202,CO,LOS MARTIRES,2,2019;2022,6984,638,1150,0.0356521739130434,3
110011000000004208,CO,PUENTE ARANDA,2,2019;2024,597,73,43,0.1058333333333333,3
110011000000004302,CO,PUENTE ARANDA,2,2011;2019,3750,405,619,0.085,3
110011000000004549,CO,BOSA,2,2010;2014,17090,2346,1245,0.1531578947368421,2
110011000000005304,CO,SUBA,2,2015;2016,4715,328,1199,0.0466,5
110011000000005402,CO,SUBA,2,2022;2023,20201,2200,2862,0.0371428571428571,4
110011000000005403,CO,SUBA,2,2022;2023,10667,866,2494,0.0598529411764705,4
110011000000005404,CO,ENGATIVA,2,2022;2023,10259,1076,1673,0.073469387755102,3
110011000000005405,CO,ENGATIVA,2,2022;2023,9487,1147,1270,0.0812765957446808,3
110011000000005406,CO,ENGATIVA,2,2022;2023,12474,1075,2418,0.0609090909090909,3
110011000000005501,CO,ENGATIVA,2,2022;2023,4147,392,717,0.0556521739130434,3
110011000000005602,CO,ENGATIVA,2,2022;2023,6649,542,1287,0.0423404255319149,3
110011000000006205,CO,PUENTE ARANDA,2,2019;2024,296,33,32,0.1619047619047619,3
110011000000007207,CO,TEUSAQUILLO,2,2015;2016,2519,182,563,0.0334615384615384,4
110011000000007302,CO,BARRIOS UNIDOS,2,2015;2016,1851,143,421,0.0479310344827586,3
110011000000007303,CO,BARRIOS UNIDOS,2,2015;2016,3200,257,536,0.061081081081081,3
110011000000007307,CO,BARRIOS UNIDOS,2,2015;2016,1604,124,250,0.0375,3
110011000000007312,CO,BARRIOS UNIDOS,2,2015;2016,1630,152,231,0.1161538461538461,3
110011000000007401,CO,CHAPINERO,2,2015;2016,4745,255,1481,0.0296226415094339,4
110011000000007402,CO,CHAPINERO,2,2015;2016,1691,128,322,0.0282608695652173,3
110011000000007403,CO,CHAPINERO,2,2015;2016,1437,111,318,0.1018918918918919,3
110011000000007404,CO,BARRIOS UNIDOS,2,2015;2016,734,31,164,0.1092307692307692,3
110011000000007407,CO,BARRIOS UNIDOS,2,2015;2016,1836,168,343,0.043076923076923,3
110011000000008106,CO,SANTA FE,2,2016;2017,1701,174,263,0.2441379310344828,4
110011000000008301,CO,CHAPINERO,2,2015;2016,4854,387,992,0.0928070175438596,6
110011000000008302,CO,CHAPINERO,2,2015;2016,677,66,122,0.0523076923076923,6
110011000000008307,CO,CHAPINERO,2,2015;2016,8066,678,1639,0.1003846153846154,6
110011000000008308,CO,CHAPINERO,2,2015;2016,8387,839,1768,0.0241666666666666,6
110011000000008309,CO,CHAPINERO,2,2015;2016,4370,407,1210,0.0491666666666666,6
110011000000008314,CO,CHAPINERO,2,2015;2016,4178,387,779,0.0437931034482758,5
110011000000008315,CO,CHAPINERO,2,2015;2016,7338,645,1503,0.0357777777777777,6
110011000000008409,CO,CHAPINERO,2,2015;2016,83,11,0,0.034,4
110011000000008410,CO,CHAPINERO,2,2015;2016,764,158,11,0.03,4
110011000000008411,CO,USAQUEN,2,2015;2016,5268,407,1060,0.0483333333333333,6
110011000000008414,CO,USAQUEN,2,2015;2016,4446,473,854,0.0748648648648648,5
110011000000008416,CO,USAQUEN,2,2015;2016,10223,792,2587,0.0333333333333333,6
110011000000001306,CO,USME,1,2013,10521,1419,1173,0.1267676767676768,2
110011000000001321,CO,SAN CRISTOBAL,1,2013,11909,1647,1437,0.162625,2
110011000000001408,CO,SAN CRISTOBAL,1,2013,7811,929,1077,0.08484375,2
110011000000002537,CO,RAFAEL URIBE URIBE,1,2013,33450,4806,4168,0.1370661157024793,2
110011000000002540,CO,USME,1,2013,22751,3784,1655,0.2112142857142857,2
110011000000002541,CO,USME,1,2013,14443,2213,1329,0.2498989898989899,1
110011000000002572,CO,USME,1,2013,6186,986,472,0.324,1
110011000000003103,CO,SANTA FE,1,2016,4472,242,789,0.0920588235294117,3
110011000000003105,CO,SANTA FE,1,2016,4029,454,636,0.1745714285714286,2
110011000000003108,CO,SANTA FE,1,2016,2303,251,321,0.1388,3
110011000000003109,CO,SANTA FE,1,2016,2943,162,490,0.1807142857142857,3
110011000000003110,CO,SANTA FE,1,2016,1646,101,291,0.2,2
110011000000004101,CO,LOS MARTIRES,1,2019,3304,360,527,0.0658928571428571,3
110011000000004106,CO,LOS MARTIRES,1,2019,3971,474,600,0.0926470588235294,3
110011000000004107,CO,LOS MARTIRES,1,2019,6625,575,1345,0.0374603174603174,3
110011000000004108,CO,LOS MARTIRES,1,2019,5557,503,1143,0.0426923076923077,3
110011000000004109,CO,LOS MARTIRES,1,2019,4622,399,870,0.0501851851851851,3
110011000000004201,CO,PUENTE ARANDA,1,2019,1155,125,171,0.1679591836734694,3
110011000000004203,CO,PUENTE ARANDA,1,2019,7882,760,1402,0.034375,3
110011000000004211,CO,PUENTE ARANDA,1,2019,5305,587,868,0.0329629629629629,3
110011000000004212,CO,PUENTE ARANDA,1,2019,5714,514,833,0.0151724137931034,3
110011000000005104,CO,BARRIOS UNIDOS,1,2019,1298,126,230,0.0307692307692307,3
110011000000005105,CO,TEUSAQUILLO,1,2019,2736,207,664,0.0309090909090909,4
110011000000005106,CO,TEUSAQUILLO,1,2019,9527,753,2293,0.0172413793103448,5
110011000000005108,CO,TEUSAQUILLO,1,2019,7542,624,1428,0.14,4
110011000000005111,CO,TEUSAQUILLO,1,2019,4840,295,1259,0.047391304347826,4
110011000000005112,CO,TEUSAQUILLO,1,2019,0,0,0,0.0,1
110011000000005113,CO,TEUSAQUILLO,1,2019,9823,646,2818,0.0133333333333333,4
110011000000005205,CO,BARRIOS UNIDOS,1,2022,9879,960,1826,0.0566666666666666,3
110011000000005301,CO,SUBA,1,2022,9462,699,2299,0.0208955223880597,5
110011000000005306,CO,BARRIOS UNIDOS,1,2022,2469,132,736,0.0404545454545454,4
110011000000005502,CO,ENGATIVA,1,2022,23005,2210,3799,0.0555737704918032,3
110011000000005601,CO,SUBA,1,2022,10701,1065,1917,0.0564285714285714,3
110011000000005603,CO,ENGATIVA,1,2022,12730,1455,1720,0.0855737704918032,3
110011000000006208,CO,PUENTE ARANDA,1,2019,7989,605,1448,0.0825490196078431,4
110011000000006209,CO,TEUSAQUILLO,1,2019,2434,146,558,0.0428571428571428,4
110011000000006210,CO,PUENTE ARANDA,1,2019,2331,165,542,0.02,3
110011000000006306,CO,FONTIBON,1,2021,177,23,13,0.225,1
110011000000006308,CO,FONTIBON,1,2024,19851,2371,2081,0.1269230769230769,4
110011000000006406,CO,FONTIBON,1,2024,32552,3313,4372,0.0775384615384615,4
110011000000006407,CO,FONTIBON,1,2024,8257,901,1127,0.0617948717948718,3
110011000000006408,CO,FONTIBON,1,2024,9989,1169,1501,0.0794736842105263,3
110011000000006411,CO,FONTIBON,1,2024,10663,1059,918,0.0557142857142857,2
110011000000006417,CO,FONTIBON,1,2024,7226,770,888,0.057391304347826,3
110011000000007309,CO,BARRIOS UNIDOS,1,2019,1655,186,251,0.055,3
110011000000007310,CO,BARRIOS UNIDOS,1,2019,3268,387,458,0.0627777777777777,3
110011000000008413,CO,USAQUEN,1,2016,1790,144,290,0.08,5
110011000000008415,CO,USAQUEN,1,2016,19359,1148,5977,0.018235294117647,6
110011000000008418,CO,USAQUEN,1,2016,11240,987,2434,0.0217241379310344,6
110011000000004401,NO2,PUENTE ARANDA,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,10933,1029,1791,0.0479797979797979,3
110011000000004407,NO2,PUENTE ARANDA,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,9579,1116,1409,0.0795238095238095,3
110011000000004408,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,4933,496,758,0.0572222222222222,3
110011000000004410,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,23667,2953,3164,0.0962328767123287,2
110011000000004501,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,10119,873,1973,0.0504878048780487,3
110011000000004502,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,36328,4273,4437,0.0864566929133858,3
110011000000004503,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,16540,1475,3162,0.0465765765765765,3
110011000000004504,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,17133,1990,2608,0.0919469026548672,3
110011000000004505,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,17519,1762,2882,0.0658947368421052,3
110011000000004506,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,10339,1097,1686,0.0763095238095238,3
110011000000004507,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,11906,1296,1954,0.0593827160493827,3
110011000000004508,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,10552,1180,1618,0.0877966101694915,3
110011000000004509,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,16993,1536,3461,0.0370408163265306,3
110011000000004510,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,13155,1330,2504,0.085531914893617,3
110011000000004511,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,11010,1148,2159,0.0720238095238095,3
110011000000004512,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,7931,758,1542,0.07,3
110011000000004513,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,5666,898,498,0.2665217391304348,2
110011000000004514,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,14929,1517,2810,0.0771212121212121,3
110011000000004517,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,46396,6213,5415,0.0937024221453287,2
110011000000004518,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,39111,4275,4837,0.060390243902439,3
110011000000004531,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,5161,386,1198,0.029375,4
110011000000004534,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,35431,5158,3640,0.1330917874396135,2
110011000000004541,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,38115,6231,2696,0.1609545454545455,2
110011000000004544,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,42576,5374,3694,0.0726530612244897,3
110011000000006504,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,21842,1835,4079,0.0402312138728323,3
110011000000006505,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,11596,1087,1800,0.0576,3
110011000000006508,NO2,KENNEDY,12,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,1725,202,269,0.1129411764705882,3
110011000000004205,NO2,PUENTE ARANDA,11,2010;2013;2014;2016;2017;2018;2020;2021;2022;2023;2024,13088,1356,1749,0.0841791044776119,3
110011000000004210,NO2,PUENTE ARANDA,11,2010;2013;2014;2016;2017;2018;2020;2021;2022;2023;2024,8419,824,1632,0.0303658536585365,3
110011000000004304,NO2,KENNEDY,11,2010;2013;2014;2016;2018;2019;2020;2021;2022;2023;2024,22699,2490,3319,0.0863829787234042,3
110011000000004309,NO2,PUENTE ARANDA,11,2010;2013;2014;2016;2018;2019;2020;2021;2022;2023;2024,8108,798,1486,0.0667441860465116,3
110011000000004402,NO2,PUENTE ARANDA,11,2010;2013;2014;2016;2017;2018;2020;2021;2022;2023;2024,8295,680,1737,0.0296923076923076,3
110011000000004409,NO2,KENNEDY,11,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023,7598,731,1306,0.0695918367346938,3
110011000000004411,NO2,KENNEDY,11,2010;2013;2014;2015;2016;2018;2019;2020;2021;2022;2023,15530,1937,1965,0.1190588235294118,3
110011000000004516,NO2,KENNEDY,11,2013;2014;2015;2016;2018;2019;2020;2021;2022;2023;2024,20149,3032,1628,0.1336296296296296,2
110011000000004532,NO2,KENNEDY,11,2010;2013;2015;2016;2018;2019;2020;2021;2022;2023;2024,26015,2987,4227,0.0826506024096385,3
110011000000004533,NO2,KENNEDY,11,2010;2013;2015;2016;2018;2019;2020;2021;2022;2023;2024,30378,3463,4725,0.0833898305084745,3
110011000000006506,NO2,KENNEDY,11,2010;2013;2014;2015;2016;2019;2020;2021;2022;2023;2024,14517,1367,2349,0.0316883116883116,3
110011000000006507,NO2,FONTIBON,11,2010;2013;2014;2015;2016;2019;2020;2021;2022;2023;2024,42697,5582,4109,0.0957788944723618,3
110011000000004204,NO2,PUENTE ARANDA,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,8789,857,1486,0.0426785714285714,3
110011000000004206,NO2,PUENTE ARANDA,10,2010;2013;2014;2016;2017;2020;2021;2022;2023;2024,12676,1331,2112,0.0517808219178082,3
110011000000004301,NO2,PUENTE ARANDA,10,2010;2013;2014;2016;2017;2020;2021;2022;2023;2024,266,22,39,0.175,3
110011000000004303,NO2,PUENTE ARANDA,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,5146,558,827,0.0345833333333333,3
110011000000004305,NO2,KENNEDY,10,2010;2013;2014;2016;2019;2020;2021;2022;2023;2024,4171,461,599,0.0653333333333333,3
110011000000004306,NO2,PUENTE ARANDA,10,2010;2013;2014;2016;2019;2020;2021;2022;2023;2024,3885,427,550,0.0479166666666666,3
110011000000004412,NO2,PUENTE ARANDA,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,9506,857,1646,0.0259183673469387,3
110011000000004515,NO2,KENNEDY,10,2013;2015;2016;2018;2019;2020;2021;2022;2023;2024,27037,3719,3374,0.0926347305389221,2
110011000000004525,NO2,KENNEDY,10,2013;2015;2016;2018;2019;2020;2021;2022;2023;2024,28724,4072,3324,0.1241242937853107,2
110011000000004530,NO2,KENNEDY,10,2010;2013;2015;2016;2018;2019;2020;2021;2022;2023,10696,1079,2109,0.0648214285714285,3
110011000000004539,NO2,KENNEDY,10,2013;2015;2016;2018;2019;2020;2021;2022;2023;2024,22919,3280,1989,0.0951937984496124,2
110011000000004543,NO2,KENNEDY,10,2013;2015;2016;2018;2019;2020;2021;2022;2023;2024,102780,14932,6603,0.1495774647887324,2
110011000000004552,NO2,KENNEDY,10,2013;2014;2015;2016;2019;2020;2021;2022;2023;2024,25173,2704,2298,0.0415,2
110011000000006501,NO2,FONTIBON,10,2010;2013;2014;2016;2019;2020;2021;2022;2023;2024,20980,2566,2391,0.024,4
110011000000006502,NO2,FONTIBON,10,2010;2013;2014;2016;2019;2020;2021;2022;2023;2024,15469,1434,2702,0.0463095238095238,3
110011000000006503,NO2,KENNEDY,10,2010;2013;2014;2016;2017;2020;2021;2022;2023;2024,1817,177,250,0.1270588235294118,3
110011000000006509,NO2,FONTIBON,10,2010;2013;2014;2016;2019;2020;2021;2022;2023;2024,115,12,7,0.2514285714285714,3
110011000000002404,NO2,KENNEDY,9,2010;2013;2014;2015;2016;2018;2019;2020;2021,11221,1268,1570,0.0975384615384615,3
110011000000004207,NO2,PUENTE ARANDA,9,2010;2013;2014;2016;2017;2021;2022;2023;2024,196,15,23,0.038695652173913,2
110011000000004307,NO2,PUENTE ARANDA,9,2010;2013;2014;2016;2020;2021;2022;2023;2024,4756,482,756,0.0572727272727272,3
110011000000004308,NO2,PUENTE ARANDA,9,2010;2013;2014;2016;2020;2021;2022;2023;2024,8218,843,1463,0.04,3
110011000000004404,NO2,PUENTE ARANDA,9,2010;2013;2014;2016;2018;2020;2021;2022;2023,3998,394,662,0.0621739130434782,3
110011000000004405,NO2,PUENTE ARANDA,9,2010;2013;2014;2015;2016;2018;2019;2020;2021,4453,471,780,0.0454430379746835,3
110011000000004406,NO2,PUENTE ARANDA,9,2010;2013;2014;2015;2016;2018;2019;2020;2021,3434,334,613,0.0722033898305084,3
110011000000004535,NO2,KENNEDY,9,2013;2015;2016;2019;2020;2021;2022;2023;2024,11270,1609,1241,0.11,2
110011000000004537,NO2,KENNEDY,9,2010;2013;2015;2016;2018;2019;2020;2021;2022,12419,1214,2134,0.054625,3
110011000000004540,NO2,KENNEDY,9,2010;2013;2015;2016;2018;2019;2020;2021;2022,4807,492,779,0.0486,2
110011000000004547,NO2,KENNEDY,9,2013;2015;2018;2019;2020;2021;2022;2023;2024,41828,6330,3469,0.1167054263565891,2
110011000000004550,NO2,KENNEDY,9,2013;2015;2016;2019;2020;2021;2022;2023;2024,36135,5075,2474,0.1327777777777778,2
110011000000004553,NO2,KENNEDY,9,2013;2014;2015;2016;2019;2021;2022;2023;2024,21790,2830,1880,0.0630434782608695,2
110011000000006304,NO2,PUENTE ARANDA,9,2010;2013;2014;2016;2017;2021;2022;2023;2024,2353,273,297,0.1125,3
110011000000006307,NO2,FONTIBON,9,2010;2013;2014;2016;2019;2021;2022;2023;2024,260,33,25,0.1410526315789474,3
110011000000006308,NO2,FONTIBON,9,2010;2013;2014;2016;2019;2021;2022;2023;2024,19851,2371,2081,0.1269230769230769,4
110011000000002403,NO2,KENNEDY,8,2010;2013;2015;2016;2018;2019;2020;2021,8518,910,1235,0.072391304347826,3
110011000000002409,NO2,KENNEDY,8,2010;2013;2015;2016;2018;2019;2020;2021,23618,3103,3085,0.0788590604026845,2
110011000000002410,NO2,CIUDAD BOLIVAR,8,2010;2013;2015;2016;2018;2019;2020;2021,17722,1836,2282,0.037471264367816,3
110011000000002413,NO2,CIUDAD BOLIVAR,8,2010;2013;2015;2016;2018;2019;2020;2021,2416,261,333,0.116875,2
110011000000002414,NO2,BOSA,8,2010;2013;2015;2016;2018;2019;2020;2021,44663,6200,4361,0.1262333333333333,2
110011000000002415,NO2,CIUDAD BOLIVAR,8,2010;2013;2015;2016;2018;2019;2020;2021,16136,2568,786,0.0416666666666666,3
110011000000002421,NO2,CIUDAD BOLIVAR,8,2010;2013;2015;2016;2018;2019;2020;2021,52457,6741,5162,0.1028636363636364,2
110011000000004302,NO2,PUENTE ARANDA,8,2010;2013;2014;2016;2021;2022;2023;2024,3750,405,619,0.085,3
110011000000004416,NO2,PUENTE ARANDA,8,2010;2013;2014;2015;2016;2018;2020;2021,5377,465,911,0.0414705882352941,3
110011000000004519,NO2,BOSA,8,2013;2015;2019;2020;2021;2022;2023;2024,44255,6758,3654,0.137172131147541,2
110011000000004523,NO2,KENNEDY,8,2010;2013;2015;2016;2018;2019;2020;2021,23135,2893,3249,0.0845454545454545,2
110011000000004538,NO2,KENNEDY,8,2013;2015;2016;2019;2021;2022;2023;2024,24532,4026,1748,0.1686111111111111,2
110011000000004545,NO2,KENNEDY,8,2013;2015;2019;2020;2021;2022;2023;2024,47240,6789,3773,0.1095670995670996,2
110011000000004546,NO2,FONTIBON,8,2013;2014;2016;2019;2021;2022;2023;2024,547,103,29,0.2611764705882353,1
110011000000004555,NO2,KENNEDY,8,2013;2015;2016;2019;2021;2022;2023;2024,15904,2578,814,0.045,2
110011000000004556,NO2,KENNEDY,8,2013;2015;2016;2019;2021;2022;2023;2024,13725,1964,1045,0.0366666666666666,2
110011000000004557,NO2,FONTIBON,8,2013;2015;2016;2019;2021;2022;2023;2024,10349,1169,869,0.0553846153846153,2
110011000000004558,NO2,KENNEDY,8,2013;2014;2016;2019;2021;2022;2023;2024,3781,494,262,0.1847058823529412,2
110011000000004559,NO2,KENNEDY,8,2013;2015;2016;2019;2021;2022;2023;2024,0,0,0,0.86,1
110011000000006206,NO2,PUENTE ARANDA,8,2010;2013;2014;2016;2017;2022;2023;2024,68,7,5,0.3254545454545454,3
110011000000006302,NO2,FONTIBON,8,2010;2014;2016;2019;2021;2022;2023;2024,8690,973,1304,0.0560526315789473,4
110011000000006305,NO2,FONTIBON,8,2010;2013;2014;2016;2021;2022;2023;2024,285,32,36,0.321875,3
110011000000006306,NO2,FONTIBON,8,2010;2013;2014;2016;2021;2022;2023;2024,177,23,13,0.225,1
110011000000006318,NO2,ENGATIVA,8,2010;2013;2014;2016;2017;2022;2023;2024,20663,1833,3278,0.0316981132075471,4
110011000000006406,NO2,FONTIBON,8,2013;2014;2016;2019;2021;2022;2023;2024,32552,3313,4372,0.0775384615384615,4
110011000000002106,NO2,PUENTE ARANDA,7,2010;2013;2014;2016;2017;2018;2020,306,27,69,0.26,3
110011000000002301,NO2,PUENTE ARANDA,7,2010;2013;2014;2016;2017;2018;2020,4639,420,816,0.0863636363636363,3
110011000000002402,NO2,TUNJUELITO,7,2010;2013;2015;2016;2018;2019;2020,21065,2519,2849,0.1068817204301075,2
110011000000002405,NO2,PUENTE ARANDA,7,2010;2013;2014;2016;2018;2020;2021,6648,636,1117,0.045,3
110011000000002408,NO2,TUNJUELITO,7,2010;2013;2014;2015;2016;2018;2020,14104,1730,1946,0.1092857142857143,2
110011000000002416,NO2,CIUDAD BOLIVAR,7,2010;2015;2016;2018;2019;2020;2021,26293,4036,2859,0.1422596153846154,1
110011000000004202,NO2,LOS MARTIRES,7,2010;2013;2014;2017;2022;2023;2024,6984,638,1150,0.0356521739130434,3
110011000000004208,NO2,PUENTE ARANDA,7,2010;2013;2014;2017;2022;2023;2024,597,73,43,0.1058333333333333,3
